REGISTRATION DATE,NAME,ADDL CO INFO,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP
8/4/2014,(B6),DEPARTMENT OF NEUROLOGY,MEDICAL CENTER BOULEVARD,MEDICAL CENTER BLVD,WINSTON SALEM,NC,27157
5/28/2014,ALBION DEPT OF PUBLIC SAFETY,ATTN: K-9 UNIT,112 W. CASS STREET,,ALBION,MI,49224
4/17/2015,WEST DES MOINES POLICE DEPARTMENT,ATTN: K-9 UNIT,250 MILLS CIVIC PKWY,P.O. BOX 65320,WEST DES MOINES,IA,50265
7/6/2015,(B6),MCFARLAND CLINIC PC,1015 DUFF AVE,2-278,AMES,IA,50010
1/6/2015,NICHOLASVILLE POLICE DEPT,ATTN: K-9 UNIT / (B6),510 N MAIN STREET,,NICHOLASVILLE,KY,40356
1/15/2015,COMMERCE POLICE DEPARTMENT,ATTN: K-9 UNIT/(B6),1491 SOUTH ELM STREET,,COMMERCE,GA,30529
1/13/2015,RINCON POLICE DEPARTMENT,ATTN: K-9 UNIT,107 WEST 17TH STREET,PO BOX 232,RINCON,GA,31326
1/2/2015,(B6),TILLMAN COUNTY SHERIFF'S OFFICE,K-9 UNIT,1200 S MAIN STREET,FREDERICK,OK,73542
1/22/2015,YOAKUM COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT/(B6),1405 STATE ROAD 214,,PLAINS,TX,79355
4/20/2015,TIOGA POLICE DEPARTMENT,ATTN: K-9 UNIT,12 1ST STREET NE,,TIOGA,ND,58852
1/13/2015,(B6),CHICKASAW NATION LIGHTHORSE POLICE DEPT,ATTN: K-9 UNIT,1130 W MAIN STREET,ADA,OK,74820
3/18/2015,(B6),CUSHING POLICE DEPARTMENT,ATTN: K-9 UNIT,211 W MAIN  STREET,CUSHING,OK,74023
1/12/2015,ALAMOSA POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),425 4TH STREET,,ALAMOSA,CO,81101
1/9/2015,BLOOMINGTON POLICE DEPT,ATTN: K-9 UNIT,220 E 3RD STREET,,BLOOMINGTON,IN,47401
1/22/2015,GRAND HAVEN DEPT OF PUBLIC SAFETY,ATTN: K-9 UNIT / (B6),525 WASHINGTON AVENUE,,GRAND HAVEN,MI,49417
2/23/2015,DOUGLAS COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT / (B6),216 7TH AVENUE WEST,,ALEXANDRIA,MN,56308
1/26/2015,CORTLAND POLICE DEPARTMENT,K-9 UNIT / (B6),25 COURT STREET,,CORTLAND,NY,13045
1/26/2015,ALLIANCE POLICE DEPARTMENT,ATTN: K-9 UNIT,512 NIOBRARA AVENUE,PO BOX D,ALLIANCE,NE,69301
7/14/2015,(B6),MUSKOGEE COUNTY SHERIFFS OF ATTN: K-9 UNIT,220 STATE STREET,,MUSKOGEE,OK,74401
1/30/2015,CRESCENT CITY POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),686 G STREET,,CRESCENT CITY,CA,95531
5/29/2015,(B6),DARTMOUTH HITCHCOCK MEDICAL CENTER,ONE MEDICAL CENTER DR,INPATIENT PHARMACY,LEBANON,NH,03756
6/16/2015,(B6),BOSTON CHILDREN'S HOSPITAL,3 BLACKFAN CIRCLE,"SAHIN LAB, ROOM 14060.6",BOSTON,MA,02115
4/15/2015,(B6),WELLSPAN ONCOLOGY RESEARCH,25 MONUMENT ROAD,SUITE 170,YORK,PA,17403
6/3/2015,(B6),,(B6),(B6),TALLAHASSEE,FL,32308
8/28/2015,(B6),NEUROLOGICAL CLINIC OF TEXAS,"12221 MERIT DRIVE, STE 350",,DALLAS,TX,75251
2/11/2015,(B6),CLEVELAND COUNTY SHERIFF OFFICE,ATTN: K-9 UNIT,10501 S HWY 77,LEXINGTON,OK,73051
1/20/2015,(B6),OKLAHOMA BUREAU OF NARCOTICS,ATTN: K-9 UNIT,440 NE 39TH STREET,OKLAHOMA CITY,OK,73105
5/5/2015,WILLIAMSON COUNTY SHERIFF DEPT,ATTN: K-9 UNIT / (B6),408 CENTURY COURT,,FRANKLIN,TN,37064
9/16/2015,(B6),UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,DEPT. OF NEUROLOGY,101 MANNING DRIVE #N3122,CHAPEL HILL,NC,27514
10/30/2015,(B6),VCU HEALTH SYSTEM,1001 E MARSHALL STREET 1 FLOOR,,RICHMOND,VA,23298
2/26/2015,CASPIAN-GAASTRA POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),1 MUSEUM DRIVE,PO BOX 284,CASPIAN,MI,49915
2/6/2015,CITY OF ELGIN POLICE DEPARTMENT,ATTN: K-9 UNIT,202 DEPOT STREET,,ELGIN,TX,78621
2/19/2015,DENTON COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,127 N WOODROW LANE,,DENTON,TX,76205
12/4/2015,(B6),CHILDRENS HOSPITAL OF ORANGE COUNTY,505 SOUTH MAIN ST,SUITE 350,ORANGE,CA,92868
1/4/2016,(B6),PHOENIX CHILDREN'S HOSPITAL,ATTN: IN-PATIENT PHARMACY,1919 EAST THOMAS ROAD,PHOENIX,AZ,85016
8/18/2015,(B6),TEXAS SCOTTISH RITE HOSPITAL,2222 WELBORN STREET,,DALLAS,TX,75219
11/19/2015,(B6),UVA FE DREIFUSS COMP EPILEPSY PROGRAM,560 RAY C HUNT DRIVE,,CHARLOTTESVILLE,VA,22903
3/14/2016,(B6),CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,MAIN PHARMACY,ATLANTA,GA,30342
5/18/2015,B6,,(B6),(B6),AURORA,CO,80045
2/24/2015,SMITH COUNTY PCT 5 CONSTABLE OFFICE,ATTN: K-9 UNIT,2616 S. MAIN STREET,POB 609,LINDALE,TX,75771
7/16/2015,(B6),MECKLENBURG NEUROLOGICAL ASSOCIATES PA,1900 SCOTT AVENUE,,CHARLOTTE,NC,28203
9/15/2015,IRONHEART HIGH PERFORMANCE WORKING DOGS,,3753 INDIANA ROAD,,POMONA,KS,66076
6/8/2015,(B6),,(B6),(B6),SEATTLE,WA,98122
3/5/2015,LYNNFIELD POLICE DEPARTMENT,ATTN: K-9 UNIT/(B6),55 SUMMER STREET,,LYNNFIELD,MA,01940
4/1/2015,JACKSON POLICE DEPARTMENT,ATTN: K-9 UNIT,P.O. BOX 1687,150 EAST PEARL AVENUE,JACKSON,WY,83001
4/3/2015,LINCOLN POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),575 S 10TH STREET,,LINCOLN,NE,68508
9/2/2010,(B6),MOUNTAIN VIEW POLICE DEPARTMENT,114 SOUTH SECOND,,MOUNTAIN VIEW,OK,73062
9/8/2010,(B6),OKFUSKEE COUNTY SHERIFF'S DEPT,209 NORTH THIRD STREET,,OKEMAH,OK,74859
9/8/2010,STAMFORD POLICE DEPARTMENT,,805 BEDFORD STREET,,STAMFORD,CT,06901
1/7/2011,(B6),UNIVERSITY OF MARYLAND SCHOOL OF MED,20 PENN ST ROOM 5251,,BALTIMORE,MD,21201
3/14/2012,(B6),UCSF DIVISION OF CARDIOLOGY,513 PARNASSUS AVENUE ROOM HSE736,,SAN FRANCISCO,CA,94143
11/26/2010,WRIGHT COUNTY SHERIFF'S OFFICE,WRIGHT COUNTY SHERIFF'S OFFICE,719 2ND STREET SW,,CLARION,IA,50525
2/24/2012,(B6),PAIN CARE LLC,1365 ROCK QUARRY ROAD,SUITE 202,STOCKBRIDGE,GA,30281
2/24/2012,(B6),PENN PAIN MEDICINE CENTER,TUTTLEMAN CENTER,1840 SOUTH STREET,PHILADELPHIA,PA,19146
10/15/2010,DAVENPORT POLICE DEPARTMENT,(B6),416 N HARRISON STREET,,DAVENPORT,IA,52801
10/5/2010,CLARENDON COUNTY SHERIFF'S OFFICE,(B6),LIMITED TO OFFICIAL COUNTY DUTIES ONLY,"217 COMMERCE STREET, PO BOX 1289",MANNING,SC,29102
3/16/2011,WENDLING PROGRESSIVE K9 ACADEMY LLC,(B6),4414 CEDAR DRIVE,,WALNUTPORT,PA,18088
2/3/2011,NORTH ADAMS POLICE DEPARTMENT,ATTN: K-9 UNIT,11 SUMMER STREET,,NORTH ADAMS,MA,01247
11/1/2010,MISSOULA POLICE DEPARTMENT,(B6),435 RYMAN STREET,,MISSOULA,MT,59802
2/24/2011,(B6),FAYETTEVILLE POLICE DEPARTMENT,100-A WEST ROCK STREET,,FAYETTEVILLE,AR,72701
2/1/2011,HUMBLE POLICE DEPARTMENT,,310 BENDER AVENUE,,HUMBLE,TX,77338
10/4/2010,PLAINFIELD POLICE DEPARTMENT,,210 NORWICH ROAD,,PLAINFIELD,CT,06374
1/5/2012,TSTC WACO POLICE DEPARTMENT,ATTN: (B6),1101 AIRLINE DRIVE,,WACO,TX,76705
2/22/2012,UNIVERSITY OF ARKANSAS POLICE,ATTN: K-9 UNIT,155 SOUTH RAZORBACK ROAD,,FAYETTEVILLE,AR,72701
12/15/2011,PARKER COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,129 HOGLE ST,,WEATHERFORD,TX,76086
2/14/2012,WOODRUFF POLICE DEPARTMENT-K9 UNIT,(B6),LIMITED TO OFFICIAL DUTIES ONLY AT,231 EAST HAYNE STREET,WOODRUFF,SC,29388
1/31/2012,SALEM POLICE DEPARTMENT,(B6),555 LIBERTY STREET SE,ROOM 130,SALEM,OR,97301
2/14/2012,ROCK ISLAND POLICE DEPARTMENT,ATTN: K-9 UNIT,316 16TH ST,,ROCK ISLAND,IL,61201
5/1/2012,CITY OF CARBONDALE POLICE DEPT,ATTN: K-9 UNIT,501 S WASHINGTON,,CARBONDALE,IL,62901
4/12/2013,PAPILLION POLICE DEPARTMENT,ATTN: K9 UNIT,1000 E 1ST STREET,,PAPILLION,NE,68046
5/18/2012,WHITE EARTH POLICE DEPARTMENT,ATTN: K9 UNIT,35500 EAGLE VIEW ROAD,PO BOX 269,WHITE EARTH,MN,56591
3/21/2012,VILLAGE OF DUNDEE POLICE DEPARTMENT,ATTN: K9 UNIT,350 W. MONROE STREET,,DUNDEE,MI,48131
2/23/2012,CUMBERLAND COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,220 N. LAUREL STREET,,BRIDGETON,NJ,08302
6/4/2012,UNION BEACH POLICE DEPARTMENT,ATTN: K-9 UNIT,650 POOLE AVENUE,,UNION BEACH,NJ,07735
1/10/2012,CLARKSVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,1584 VISTA LANE,,CLARKSVILLE,TN,37043
2/22/2012,SCOTLAND COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,212 BIGGS STREET,,LAURINBURG,NC,28352
3/19/2012,ABINGTON TOWNSHIP POLICE DEPARTMENT,ATTN: K-9 UNIT,2200 FLOREY LANE,,ROSLYN,PA,19001
6/28/2012,(B6),UNIVERSITY OF CALIFORNIA,"DEPT. OF MOLECULAR, CELLULAR & DEV BIOLOGY",4168 BIO 2 BUILDING,SANTA BARBARA,CA,93106
6/12/2012,PENSACOLA POLICE DEPARTMENT,ATTN: K9 UNIT OFFICER(B6),711 N HAYNE STREET,,PENSACOLA,FL,32501
5/21/2012,ITASCA COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,440 1ST AVE. NE,,GRAND RAPIDS,MN,55744
9/11/2012,MINNESOTA DEPT. OF CORRECTIONS,ATTN: K-9 UNIT,1000 LAKESHORE DRIVE,,MOOSE LAKE,MN,55767
1/10/2012,"CITY OF COLUMBIA POLICE DEPARTMENT, K-9 UNIT",(B6),"1 JUSTICE SQUARE, ROOM 117",PO BOX 1059,COLUMBIA,SC,29201
3/19/2012,PIEDMONT POLICE DEPARTMENT,ATTN: K-9 UNIT,121 WEST LADIGA STREET,,PIEDMONT,AL,36272
4/19/2012,(B6),MASSACHUSETS INSTITUTE OF TECHNOLOGY,"244 WOOD STREET, S4-307B",,LEXINGTON,MA,02420
7/3/2012,DOWAGIAC POLICE DEPARTMENT,ATTN: K9-UNIT,241 SOUTH FRONT STREET,,DOWAGIAC,MI,49047
11/2/2012,FAIRHOPE POLICE DEPARTMENT,ATTN: K-9 UNIT,107 N SECTION ST,,FAIRHOPE,AL,36532
1/20/2012,LA GRANGE POLICE DEPARTMENT,ATTN: K-9 UNIT,121 W. MAIN ST.,,LA GRANGE,KY,40031
5/31/2012,JEFFERSON COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,606 3RD ST.,,FAIRBURY,NE,68352
4/23/2012,ORANGEBURG COUNTY SHERIFF'S OFFICE-K9 UNIT,(B6),LIMITED TO OFFICIAL COUNTY DUTIES ONLY,"1032 CHESTNUT STREET, PO DRAWER 9000",ORANGEBURG,SC,29115
6/8/1992,WALL TOWNSHIP POLICE DEPT,,2700 ALLAIRE ROAD,P.O. BOX 1168,WALL TOWNSHIP,NJ,07719
3/29/1993,CAYMAN CHEMICAL COMPANY,,1180 EAST ELLSWORTH ROAD,,ANN ARBOR,MI,48108
10/2/2012,PULASKI COUNTY ILLINOIS SHERIFFS DEPT,ATTN: K-9 UNIT,500 ILLINOIS AVENUE,ROOM A,MOUND CITY,IL,62963
7/17/2012,CARROLL COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,310 WEST MAIN,,DELPHI,IN,46923
7/25/2012,WHITEHOUSE POLICE DEPARTMENT,CHIEF OF POLICE (B6),P.O. BOX 776,101 B BASCOM ROAD,WHITEHOUSE,TX,75791
10/10/2012,CLAY CO SHERIFF DEPT,ATTN: K-9 UNIT,539 LINCOLN AVE,,CLAY CENTER,KS,67432
7/20/2012,WATAUGA POLICE DEPARTMENT,ATTN: K-9 UNIT,7101 WHITLEY ROAD,,WATAUGA,TX,76148
7/25/2012,GALLATIN COUNTY SHERIFF'S OFFICE,ATTN: DEPUTY (B6) / CANINE UNIT,615 SOUTH 16TH AVENUE,,BOZEMAN,MT,59715
7/16/2012,(B6),PUSHMATAHA COUNTY SHERIFFS OFFICE,"207 SW 3RD STREET, ATTN K9 UNIT",,ANTLERS,OK,74523
7/26/2012,WINDSOR HEIGHTS POLICE DEPARTMENT,ATTN: K-9 UNIT,1133 66TH ST,,WINDSOR HEIGHTS,IA,50324
10/5/2012,JOHNSON COUNTY SHERIFF'S OFFICE - KAYCEE OFFICE,"ATTN: B6, CANINE OFFICER",224 HOLT AVENUE,P. O. BOX 70,KAYCEE,WY,82639
8/1/2012,DALLAS POLICE DEPARTMENT CANINE,ATTN: K-9 UNIT,PAN AMERICAN BUILDING/FAIR PARK,1331 S. WASHINGTON STREET,DALLAS,TX,75210
8/9/2012,GREENEVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT /  (B6),200 N COLLEGE STREET,,GREENEVILLE,TN,37745
4/12/2013,ENERGY POLICE DEPARTMENT,ATTN: (B6),210 NORTH PERSHING,,ENERGY,IL,62933
8/1/2012,NYS UNIVERSITY POLICE / ALBANY,ATTN: K9-UNIT,1400 WASHINGTON AVENUE,,ALBANY,NY,12222
7/26/2012,(B6),KINGFISHER SHERIFFS OFFICE,ATTN: K-9 UNIT/ (B6),119 SOUTH MAIN,KINGFISHER,OK,73750
7/31/2012,WHEELER COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,7944 N US HWY 83,BOX 88,WHEELER,TX,79096
8/18/2008,MEADVILLE CITY POLICE DEPT.,,SUITE 101,894 DIAMOND PARK,MEADVILLE,PA,16335
5/5/2008,(B6),BLACKWELL POLICE DEPT.,224 W BLACKWELL AVENUE,,BLACKWELL,OK,74631
8/12/2008,ROME POLICE DEPT,ATTN: K-9 UNIT,301 NORTH JAMES STREET,,ROME,NY,13440
3/18/2011,MORGANTOWN CITY POLICE DEPT (K-9 UNIT),,300 SPRUCE STREET,,MORGANTOWN,WV,26505
1/8/2009,MARIETTA POLICE DEPARTMENT,(B6),240 LEMON STREET,,MARIETTA,GA,30060
6/9/2008,FULTON COUNTY SHERIFF'S DEPARTMENT,ATTN: K-9 UNIT,815 MADISON ST,,ROCHESTER,IN,46975
5/29/2008,FAUQUIER COUNTY SHERIFFS OFFICE,,78 WEST LEE ST,,WARRENTON,VA,20186
7/25/2008,CITY OF BLOOMINGTON POLICE DEPARTMENT,,1800 WEST OLD SHAKOPEE ROAD,,BLOOMINGTON,MN,55431
12/28/2007,MAULDIN POLICE DEPARTMENT,"(B6), CHIEF",5 EAST BUTLER ROAD,PO BOX 249,MAULDIN,SC,29662
10/10/2007,CONROE ISD POLICE DEPARTMENT,,2900 N. LOOP 336 E.,,CONROE,TX,77301
11/8/2007,FARGO POLICE DEPARTMENT K9 UNIT,ATTN:  (B6),222 4TH ST N,,FARGO,ND,58102
9/26/2000,GREENWICH POLICE,,11 BRUCE PLACE,,GREENWICH,CT,06836
9/28/2000,CLEMSON CITY POLICE DEPARTMENT-K-9 UNIT,(B6),1198 TIGER BOULEVARD,,CLEMSON,SC,29631
9/20/2000,INTERQUEST DETECTION,,OF NORTH TEXAS,370 CAGLE CROW ROAD,MANSFIELD,TX,76063
7/14/2014,"NORTH DAKOTA STATE UNIVERSITY,LANGDON RESEARCH CENTER",(B6),9280 107TH AVE. NE,,LANGDON,ND,58249
12/14/2000,BLACK HAWK COUNTY SHERIFF'S,OFFICE,(B6),225 E 6TH STREET,WATERLOO,IA,50703
1/4/2001,INTERQUEST DETECTION CANINES,OF CENTRAL VALLEY,4504 MCCAULY,PO BOX 238,DENAIR,CA,95316
11/20/2000,CITY OF OCOEE POLICE,,A MUNICIPAL CORPORATION,646 OCOEE COMMERCE PARKWAY,OCOEE,FL,34761
8/29/2012,LINCOLN UNIVERSITY,ATTN: K-9 UNIT,1570 BALTIMORE PIKE,,LINCOLN UNIVERSITY,PA,19352
9/28/2012,BRAZIL POLICE DEPARTMENT,ATTN: K9 UNIT / (B6),22 SOUTH WASHINGTON STREET,,BRAZIL,IN,47834
12/5/2012,WASHINGTON COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT / (B6),"15015 62ND STREET, N",,STILLWATER,MN,55082
12/6/2013,CHAMPAIGN COUNTY SHERIFF'S OFFICE,ATTN: K9 UNIT,204 EAST MAIN STREET,,URBANA,IL,61801
6/4/2012,CHAUTAUQUA COUNTY SHERIFFS OFFICE,ATTN: K9 UNIT,15 E CHAUTAUQUA STREET,,MAYVILLE,NY,14757
5/3/2012,HENRY COUNTY SHERIFFS OFFICE,ATTN: K9 UNIT/(B6),311 W CENTER STREET,,CAMBRIDGE,IL,61238
6/26/2012,ELLSWORTH CORRECTIONAL FACILITY,ATTN: K9 UNIT,1607 STATE STREET,,ELLSWORTH,KS,67439
7/23/2012,(B6),COMMAND K9 SERVICES,222 EAGLE RIDGE LANE,,KALISPELL,MT,59901
4/27/2011,US FISH & WILDLIFE DEPT,(B6),US FISH & WILDLIFE SERVICE,7071 RIVERVIEW ROAD,THOMSON,IL,61285
5/26/2011,NORWALK POLICE DEPARTMENT,ATTN: K-9 UNIT,1 MONROE ST,,NORWALK,CT,06856
3/28/2011,ST. LANDRY PARISH SHERIFF DEPT,ATTN: K-9 UNIT B6,P. O. BOX 1029,108 N. MARKET ST.,OPELOUSAS,LA,70570
6/9/2011,READING POLICE DEPARTMENT,ATTN: K-9 UNIT,815 WASHINGTON STREET,,READING,PA,19601
6/13/2011,CHESTER COUNTY SHERIFF OFFICE,(B6),201 WEST MARKT STREET,SUITE 1201,WEST CHESTER,PA,19380
4/1/2011,ANN ARBOR POLICE DEPARTMENT,K9 UNIT,301 E HURON,,ANN ARBOR,MI,48104
6/15/2011,BRISTOL COUNTY SHERIFFS OFFICE,K-9 UNIT,400 FAUNCE CORNER ROAD,,NORTH DARTMOUTH,MA,02747
6/15/2011,FULTON COUNTY SHERIFF'S OFFICE,,K-9 UNIT,268 W. WASHINGTON ST.,LEWISTOWN,IL,61542
3/31/2011,EAST BATON ROUGE SHERIFF'S OFFICE,(B6),8900 JIMMY WEDELL DRIVE,,BATON ROUGE,LA,70807
9/14/2011,(B6),BETH ISRAEL DEACONESS MEDICAL CENTER,99 BROOKLINE AVENUE,"RESEARCH NORTH, ROOM 325",BOSTON,MA,02215
4/29/2011,MILFORD POLICE DEPARTMENT,ATTN: K-9 UNIT,19 GARDEN STREET,,MILFORD,NH,03055
6/13/2011,"ABSOLUTE STANDARDS, INC.",,44 ROSSOTTO DRIVE,,HAMDEN,CT,06514
9/28/2012,(B6),SEQUOYAH COUNTY SHERIFF'S DEPT,ATTN:  K-9 UNIT,119 S OAK STREET,SALLISAW,OK,74955
9/27/2012,NAVAL AIR STATION PATUXENT RIVER,ATTN: K9 UNIT,MWD N3AT,47372 BUSE RD. BLDG. 469,PATUXENT RIVER,MD,20670
7/16/2012,LYON COUNTY SHERIFF'S OFFICE,,410 S BOONE STREET,,ROCK RAPIDS,IA,51246
7/18/2012,MISSOURI STATE HIGHWAY PATROL,TROOP B,308 PINE CREST,,MACON,MO,63552
12/6/2012,MN DEPT OF CORRECTIONS STILLWATER,ATTN: K-9 UNIT,970 PICKETT ST N,,BAYPORT,MN,55003
6/22/2012,(B6),MEDFORD POLICE DEPARTMENT,123 S MAIN ST,,MEDFORD,OK,73759
6/21/2012,LOUISIANA STATE UNIVERSITY POLICE DEPARTMENT,RIVER ROAD ANNEX BUILDING,101 PUBLIC SAFETY BUILDING,SOUTH STADIUM ROAD,BATON ROUGE,LA,70803
6/25/2012,CLEVELAND COUNTY SHERIFFS OFFICE,ATTN: K9-UNIT,100 JUSTICE PLACE,,SHELBY,NC,28150
8/29/2012,LEWISTOWN POLICE DEPARTMENT,ATTN: K-9 UNIT,21 S BROWN STREET,,LEWISTOWN,PA,17044
6/25/2012,BUTLER COUNTY SHERIFF'S,ATTN: K-9 UNIT /(B6),300 SOUTH MAIN STREET,,BUTLER,PA,16001
8/20/2012,ST LOUIS METROPOLITAN POLICE,CANINE UNIT,1915 OLIVE,OFFICE 463,SAINT LOUIS,MO,63103
7/24/2012,FOWLERVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,213 S. GRAND AVE.,,FOWLERVILLE,MI,48836
10/18/2012,1ST LAW ENFORCEMENT BATTALION,ATTN: K9 UNIT,BOX 555350,,CAMP PENDLETON,CA,92055
7/25/2012,STORM LAKE POLICE DEPARTMENT,ATTN: K-9 HANDLER,401 EAST MILWAUKEE AVENUE,,STORM LAKE,IA,50588
7/23/2013,(B6),MABEL BASSETT CORRECTIONAL CTR,29501 KICKAPOO ROAD,,MCLOUD,OK,74851
7/22/2013,(B6),GRADY COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,1044 COUNTY STREET 2973,BLANCHARD,OK,73010
11/15/2013,MANHEIM BOROUGH POLICE DEPARTMENT,ATTN: K-9 UNIT,4 SOUTH WOLF STREET,,MANHEIM,PA,17545
9/30/2013,CLINTON POLICE DEPARTMENT,ATTN: K-9 UNIT,222 LISBON STREET,PO BOX 986,CLINTON,NC,28329
5/21/2014,WASHTENAW COUNTY SHERIFF OFFICE,ATTN: K-9 UNIT,2201 HOGBACK ROAD,,ANN ARBOR,MI,48105
1/30/2014,(B6),KECK GRADUATE INSTITUTE,517 WATSON DRIVE,ROOM 123,CLAREMONT,CA,91711
9/25/2013,HENNEPIN COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT/(B6),9401 83RD AVENUE NORTH,,BROOKLYN PARK,MN,55445
8/14/2013,U.S. VETERANS AFFAIRS POLICE DEPARTMENT,ATTN: K-9 UNIT,950 CAMPBELL AVENUE,,WEST HAVEN,CT,06516
7/30/2013,BORGER POLICE DEPARTMENT,ATTN: K-9 UNIT,611 N WEATHERLY STREET,P.O. BOX 5250,BORGER,TX,79007
10/4/2013,ST. JOHNS COUNTY SHERIFF'S OFFICE,K-9 UNIT / (B6),4015 LEWIS SPEEDWAY,,SAINT AUGUSTINE,FL,32084
11/5/2013,PULASKI COUNTY SHERIFF'S DEPT.,,301 OLD RTE 66 EAST SUITE 136,,WAYNESVILLE,MO,65583
10/18/2013,VILLAGE OF GREENDALE POLICE DEPARTMENT,ATTN: K-9 UNIT,5911 W GRANGE AVENUE,,GREENDALE,WI,53129
8/7/2013,(B6),GEARY POLICE DEPARTMENT,129 NW 5TH,,GEARY,OK,73040
9/4/2013,WINTER GARDEN POLICE DEPARTMENT,ATTN: K-9 UNIT / OFC. (B6),251 W. PLANT STREET,,WINTER GARDEN,FL,34787
10/10/2013,CLAYTON POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),315 E. SECOND STREET,,CLAYTON,NC,27520
8/9/2013,(B6),MUSKOGEE POLICE DEPARTMENT,ATTN: K-9 UNIT,112 S 3RD STREET,MUSKOGEE,OK,74401
9/26/2013,WISE COUNTY SHERIFF'S OFFICE,K-9 UNIT,200 ROOK RAMSEY DRIVE,,DECATUR,TX,76234
5/28/2014,(B6),529C SPAIN REHABILITATION CENTER,1717 6TH AVENUE SOUTH,,BIRMINGHAM,AL,35249
12/20/2013,AIRWAY HEIGHTS CORRECTIONS CTR,ATTN: CAININE UNIT,11919 WEST SPRAGUE AVENUE,,AIRWAY HEIGHTS,WA,99001
8/28/2013,INDIANA STATE PRISON,ATTN: K-9 UNIT,1 PARK ROW,,MICHIGAN CITY,IN,46360
8/13/2013,DICKINSON COUNTY SHERIFF,ATTN: K-9 UNIT,109 E 1ST STREET,,ABILENE,KS,67410
2/10/2014,CORDOVA POLICE DEPARTMENT,ATTN: K-9 UNIT/OFC. (B6),602 RAILROAD AVENUE,PO BOX 1210,CORDOVA,AK,99574
3/11/2014,CITY OF ROMA POLICE DEPARTMENT,ATTN: K-9 UNIT,987 E US HWY 83,PO BOX 947,ROMA,TX,78584
9/24/2013,UNIVERSITY OF NEW HAVEN POLICE DEPT.,ATTN: K-9 UNIT,300 BOSTON POST RD.,,WEST HAVEN,CT,06516
12/8/2014,(B6),MAJOR COUNTY SHERIFF'S OFFICE,500 EAST BROADWAY SUITE 4,,FAIRVIEW,OK,73737
2/11/2015,LAKE COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT / (B6),219 NE 1ST STREET,,MADISON,SD,57042
2/11/2015,HARRODSBURG POLICE DEPARTMENT,ATTN: K-9 UNIT,411 NORTH GREENVILLE STREET,,HARRODSBURG,KY,40330
4/21/2015,(B6),CHILD NEUROLOGY SPECIALISTS,2821 WEST HORIZON RIDGE PKWY,STE 100,HENDERSON,NV,89052
9/17/2015,(B6),MAYO CLINIC,ATTN: IN-PATIENT PHARMACY,5777 E MAYO BLVD,PHOENIX,AZ,85054
6/15/2015,(B6),UNIVERSITY OF KENTUCKY,740 S LIMESTONE STREET,,LEXINGTON,KY,40536
4/1/2015,SAUK CENTRE POLICE DEPT,ATTN: K-9 UNIT,320 OAK STREET S,,SAUK CENTRE,MN,56378
4/27/2015,BRAINERD POLICE DEPARTMENT,ATTN: K-9 UNIT,225 EAST RIVER ROAD,,BRAINERD,MN,56401
7/8/2015,ESCANABA PUBLIC SAFETY DEPT,ATTN: K-9 UNIT / (B6),1900 3RD AVENUE N,,ESCANABA,MI,49829
2/23/2015,CITY OF MARICOPA POLICE DEPT,ATTN: K-9 UNIT,17985 N. GREYTHORN DRIVE,,MARICOPA,AZ,85138
3/6/2015,NACOGDOCHES COUNTY SHERIFF DEPT,ATTN: K-9 UNIT,2306 DOUGLAS ROAD,,NACOGDOCHES,TX,75961
1/7/2015,SPARTA POLICE DEPT.,ATTN: OFC  (B6),771 S. MAIN STREET,,SPARTA,NC,28675
3/16/2015,MARLBOROUGH POLICE DEPARTMENT,ATTN: K-9 UNIT,355 BOLTON ST,,MARLBOROUGH,MA,01752
1/20/2015,KINSTON DEPT OF PUBLIC SAFETY,ATTN: K-9 UNIT /(B6),205 E KING ST,,KINSTON,NC,28502
