"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State"
3,26,2014,"EARLY POLICE DEPARTMENT","ATTN: K-9 UNIT","960 EARLY BLVD, EARLY, TX 76802","EARLY","TX"
4,17,2014,"GLOUCESTER COUNTY SHERIFF'S DEPT","ATTN: K-9 UNIT","70 HUNTER STREET, WOODBURY, NJ 8096","WOODBURY","NJ"
7,16,2014,"LONOKE COUNTY SHERIFF'S OFFICE","ATTN: CHIEF DEPUTY (B6)","440 DEE DEE LANE, LONOKE, AR 72086","LONOKE","AR"
9,30,2014,"(B6)",NA," , PHILADELPHIA, PA 19140","PHILADELPHIA","PA"
5,27,2014,"(B6)",NA,"3100 SW 62ND AVE, PHARMACY DEPARTMENT, MIAMI, FL 33155","MIAMI","FL"
8,12,2014,"PANA POLICE DEPARTMENT","ATTN: K-9 UNIT","118 EAST THIRD STREET, PANA, IL 62557","PANA","IL"
6,10,2014,"LINDEN POLICE DEPARTMENT","CITY OF LINDEN","ATTN: K-9 UNIT, 211 NORTH MAIN STREET, LINDEN, AL 36748","LINDEN","AL"
4,24,2014,"PIATT COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","1216 RAYMOND ROAD, MONTICELLO, IL 61856","MONTICELLO","IL"
4,9,2014,"(B6)","JACKSON COUNTY SHERIFF'S OFFICE","600 SOUTH MAIN, ALTUS, OK 73521","ALTUS","OK"
6,3,2014,"WALLACE POLICE DEPARTMENT","ATTN: K-9 UNIT","316 EAST MURRAY STREET, WALLACE, NC 28466","WALLACE","NC"
8,12,2014,"BISCOE POLICE DEPARTMENT","ATTN: K-9 UNIT","114 WEST MAIN STREET, P.O. BOX 756, BISCOE, NC 27209","BISCOE","NC"
5,27,2014,"SPRINGFIELD POLICE DEPARTMENT","ATTN: K-9 UNIT","201 CLINTON STREET, SPRINGFIELD, VT 5156","SPRINGFIELD","VT"
11,18,2014,"CROCKETT COUNTY SHERIFFS DEPT","ATTN: K-9 UNIT / (B6)","903 AVENUE D, OZONA, TX 76943","OZONA","TX"
10,27,2014,"COON RAPIDS POLICE DEPARTMENT","ATTN: (B6)","11155 ROBINSON DRIVE NW, MINNEAPOLIS, MN 55433","MINNEAPOLIS","MN"
5,2,2014,"TERREBONNE PARISH SHERIFFS OFFICE","TERREBONNE K-9 DIVISION","7856 MAIN STREET, HOUMA, LA 70361","HOUMA","LA"
4,9,2015,"(B6)","UNIVERSITY OF IOWA","4171 MERF, IOWA CITY, IA 52242","IOWA CITY","IA"
1,30,2015,"(B6)","UNIVERSITY OF MISSISSIPPI","FASER HALL SCHOOL OF PHARMACY, UNIVERSITY, MS 38677","UNIVERSITY","MS"
8,5,2014,"(B6)","PRIMARY CHILDREN'S HOSPITAL","PEDIATRIC NEUROLOGICAL DISORDERS RESEARCH DIVISION, 100 NORTH MARIO CAPECCHI DRIVE, SALT LAKE CITY, UT 84113","SALT LAKE CITY","UT"
8,4,2014,"(B6)","DEPARTMENT OF NEUROLOGY","MEDICAL CENTER BOULEVARD, MEDICAL CENTER BLVD, WINSTON SALEM, NC 27157","WINSTON SALEM","NC"
5,28,2014,"ALBION DEPT OF PUBLIC SAFETY","ATTN: K-9 UNIT","112 W. CASS STREET, ALBION, MI 49224","ALBION","MI"
4,17,2015,"WEST DES MOINES POLICE DEPARTMENT","ATTN: K-9 UNIT","250 MILLS CIVIC PKWY, P.O. BOX 65320, WEST DES MOINES, IA 50265","WEST DES MOINES","IA"
7,6,2015,"(B6)","MCFARLAND CLINIC PC","1015 DUFF AVE, 2-278, AMES, IA 50010","AMES","IA"
1,6,2015,"NICHOLASVILLE POLICE DEPT","ATTN: K-9 UNIT / (B6)","510 N MAIN STREET, NICHOLASVILLE, KY 40356","NICHOLASVILLE","KY"
1,15,2015,"COMMERCE POLICE DEPARTMENT","ATTN: K-9 UNIT/(B6)","1491 SOUTH ELM STREET, COMMERCE, GA 30529","COMMERCE","GA"
1,13,2015,"RINCON POLICE DEPARTMENT","ATTN: K-9 UNIT","107 WEST 17TH STREET, PO BOX 232, RINCON, GA 31326","RINCON","GA"
1,2,2015,"(B6)","TILLMAN COUNTY SHERIFF'S OFFICE","K-9 UNIT, 1200 S MAIN STREET, FREDERICK, OK 73542","FREDERICK","OK"
1,22,2015,"YOAKUM COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT/(B6)","1405 STATE ROAD 214, PLAINS, TX 79355","PLAINS","TX"
4,20,2015,"TIOGA POLICE DEPARTMENT","ATTN: K-9 UNIT","12 1ST STREET NE, TIOGA, ND 58852","TIOGA","ND"
1,13,2015,"(B6)","CHICKASAW NATION LIGHTHORSE POLICE DEPT","ATTN: K-9 UNIT, 1130 W MAIN STREET, ADA, OK 74820","ADA","OK"
3,18,2015,"(B6)","CUSHING POLICE DEPARTMENT","ATTN: K-9 UNIT, 211 W MAIN  STREET, CUSHING, OK 74023","CUSHING","OK"
1,12,2015,"ALAMOSA POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","425 4TH STREET, ALAMOSA, CO 81101","ALAMOSA","CO"
1,9,2015,"BLOOMINGTON POLICE DEPT","ATTN: K-9 UNIT","220 E 3RD STREET, BLOOMINGTON, IN 47401","BLOOMINGTON","IN"
1,22,2015,"GRAND HAVEN DEPT OF PUBLIC SAFETY","ATTN: K-9 UNIT / (B6)","525 WASHINGTON AVENUE, GRAND HAVEN, MI 49417","GRAND HAVEN","MI"
2,23,2015,"DOUGLAS COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT / (B6)","216 7TH AVENUE WEST, ALEXANDRIA, MN 56308","ALEXANDRIA","MN"
1,26,2015,"CORTLAND POLICE DEPARTMENT","K-9 UNIT / (B6)","25 COURT STREET, CORTLAND, NY 13045","CORTLAND","NY"
1,26,2015,"ALLIANCE POLICE DEPARTMENT","ATTN: K-9 UNIT","512 NIOBRARA AVENUE, PO BOX D, ALLIANCE, NE 69301","ALLIANCE","NE"
7,14,2015,"(B6)","MUSKOGEE COUNTY SHERIFFS OF ATTN: K-9 UNIT","220 STATE STREET, MUSKOGEE, OK 74401","MUSKOGEE","OK"
1,30,2015,"CRESCENT CITY POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","686 G STREET, CRESCENT CITY, CA 95531","CRESCENT CITY","CA"
5,29,2015,"(B6)","DARTMOUTH HITCHCOCK MEDICAL CENTER","ONE MEDICAL CENTER DR, INPATIENT PHARMACY, LEBANON, NH 3756","LEBANON","NH"
6,16,2015,"(B6)","BOSTON CHILDREN'S HOSPITAL","3 BLACKFAN CIRCLE, SAHIN LAB, ROOM 14060.6, BOSTON, MA 2115","BOSTON","MA"
4,15,2015,"(B6)","WELLSPAN ONCOLOGY RESEARCH","25 MONUMENT ROAD, SUITE 170, YORK, PA 17403","YORK","PA"
6,3,2015,"(B6)",NA," , TALLAHASSEE, FL 32308","TALLAHASSEE","FL"
8,28,2015,"(B6)","NEUROLOGICAL CLINIC OF TEXAS","12221 MERIT DRIVE, STE 350, DALLAS, TX 75251","DALLAS","TX"
2,11,2015,"(B6)","CLEVELAND COUNTY SHERIFF OFFICE","ATTN: K-9 UNIT, 10501 S HWY 77, LEXINGTON, OK 73051","LEXINGTON","OK"
1,20,2015,"(B6)","OKLAHOMA BUREAU OF NARCOTICS","ATTN: K-9 UNIT, 440 NE 39TH STREET, OKLAHOMA CITY, OK 73105","OKLAHOMA CITY","OK"
5,5,2015,"WILLIAMSON COUNTY SHERIFF DEPT","ATTN: K-9 UNIT / (B6)","408 CENTURY COURT, FRANKLIN, TN 37064","FRANKLIN","TN"
9,16,2015,"(B6)","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","DEPT. OF NEUROLOGY, 101 MANNING DRIVE #N3122, CHAPEL HILL, NC 27514","CHAPEL HILL","NC"
10,30,2015,"(B6)","VCU HEALTH SYSTEM","1001 E MARSHALL STREET 1 FLOOR, RICHMOND, VA 23298","RICHMOND","VA"
2,26,2015,"CASPIAN-GAASTRA POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","1 MUSEUM DRIVE, PO BOX 284, CASPIAN, MI 49915","CASPIAN","MI"
2,6,2015,"CITY OF ELGIN POLICE DEPARTMENT","ATTN: K-9 UNIT","202 DEPOT STREET, ELGIN, TX 78621","ELGIN","TX"
2,19,2015,"DENTON COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","127 N WOODROW LANE, DENTON, TX 76205","DENTON","TX"
12,4,2015,"(B6)","CHILDRENS HOSPITAL OF ORANGE COUNTY","505 SOUTH MAIN ST, SUITE 350, ORANGE, CA 92868","ORANGE","CA"
1,4,2016,"(B6)","PHOENIX CHILDREN'S HOSPITAL","ATTN: IN-PATIENT PHARMACY, 1919 EAST THOMAS ROAD, PHOENIX, AZ 85016","PHOENIX","AZ"
8,18,2015,"(B6)","TEXAS SCOTTISH RITE HOSPITAL","2222 WELBORN STREET, DALLAS, TX 75219","DALLAS","TX"
11,19,2015,"(B6)","UVA FE DREIFUSS COMP EPILEPSY PROGRAM","560 RAY C HUNT DRIVE, CHARLOTTESVILLE, VA 22903","CHARLOTTESVILLE","VA"
3,14,2016,"(B6)","CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE","1001 JOHNSON FERRY ROAD, MAIN PHARMACY, ATLANTA, GA 30342","ATLANTA","GA"
5,18,2015,"B6",NA," , AURORA, CO 80045","AURORA","CO"
2,24,2015,"SMITH COUNTY PCT 5 CONSTABLE OFFICE","ATTN: K-9 UNIT","2616 S. MAIN STREET, POB 609, LINDALE, TX 75771","LINDALE","TX"
7,16,2015,"(B6)","MECKLENBURG NEUROLOGICAL ASSOCIATES PA","1900 SCOTT AVENUE, CHARLOTTE, NC 28203","CHARLOTTE","NC"
9,15,2015,"IRONHEART HIGH PERFORMANCE WORKING DOGS",NA,"3753 INDIANA ROAD, POMONA, KS 66076","POMONA","KS"
6,8,2015,"(B6)",NA," , SEATTLE, WA 98122","SEATTLE","WA"
3,5,2015,"LYNNFIELD POLICE DEPARTMENT","ATTN: K-9 UNIT/(B6)","55 SUMMER STREET, LYNNFIELD, MA 1940","LYNNFIELD","MA"
4,1,2015,"JACKSON POLICE DEPARTMENT","ATTN: K-9 UNIT","P.O. BOX 1687, 150 EAST PEARL AVENUE, JACKSON, WY 83001","JACKSON","WY"
4,3,2015,"LINCOLN POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","575 S 10TH STREET, LINCOLN, NE 68508","LINCOLN","NE"
9,2,2010,"(B6)","MOUNTAIN VIEW POLICE DEPARTMENT","114 SOUTH SECOND, MOUNTAIN VIEW, OK 73062","MOUNTAIN VIEW","OK"
9,8,2010,"(B6)","OKFUSKEE COUNTY SHERIFF'S DEPT","209 NORTH THIRD STREET, OKEMAH, OK 74859","OKEMAH","OK"
9,8,2010,"STAMFORD POLICE DEPARTMENT",NA,"805 BEDFORD STREET, STAMFORD, CT 6901","STAMFORD","CT"
1,7,2011,"(B6)","UNIVERSITY OF MARYLAND SCHOOL OF MED","20 PENN ST ROOM 5251, BALTIMORE, MD 21201","BALTIMORE","MD"
3,14,2012,"(B6)","UCSF DIVISION OF CARDIOLOGY","513 PARNASSUS AVENUE ROOM HSE736, SAN FRANCISCO, CA 94143","SAN FRANCISCO","CA"
11,26,2010,"WRIGHT COUNTY SHERIFF'S OFFICE","WRIGHT COUNTY SHERIFF'S OFFICE","719 2ND STREET SW, CLARION, IA 50525","CLARION","IA"
2,24,2012,"(B6)","PAIN CARE LLC","1365 ROCK QUARRY ROAD, SUITE 202, STOCKBRIDGE, GA 30281","STOCKBRIDGE","GA"
2,24,2012,"(B6)","PENN PAIN MEDICINE CENTER","TUTTLEMAN CENTER, 1840 SOUTH STREET, PHILADELPHIA, PA 19146","PHILADELPHIA","PA"
10,15,2010,"DAVENPORT POLICE DEPARTMENT","(B6)","416 N HARRISON STREET, DAVENPORT, IA 52801","DAVENPORT","IA"
10,5,2010,"CLARENDON COUNTY SHERIFF'S OFFICE","(B6)","LIMITED TO OFFICIAL COUNTY DUTIES ONLY, 217 COMMERCE STREET, PO BOX 1289, MANNING, SC 29102","MANNING","SC"
3,16,2011,"WENDLING PROGRESSIVE K9 ACADEMY LLC","(B6)","4414 CEDAR DRIVE, WALNUTPORT, PA 18088","WALNUTPORT","PA"
2,3,2011,"NORTH ADAMS POLICE DEPARTMENT","ATTN: K-9 UNIT","11 SUMMER STREET, NORTH ADAMS, MA 1247","NORTH ADAMS","MA"
11,1,2010,"MISSOULA POLICE DEPARTMENT","(B6)","435 RYMAN STREET, MISSOULA, MT 59802","MISSOULA","MT"
2,24,2011,"(B6)","FAYETTEVILLE POLICE DEPARTMENT","100-A WEST ROCK STREET, FAYETTEVILLE, AR 72701","FAYETTEVILLE","AR"
2,1,2011,"HUMBLE POLICE DEPARTMENT",NA,"310 BENDER AVENUE, HUMBLE, TX 77338","HUMBLE","TX"
10,4,2010,"PLAINFIELD POLICE DEPARTMENT",NA,"210 NORWICH ROAD, PLAINFIELD, CT 6374","PLAINFIELD","CT"
1,5,2012,"TSTC WACO POLICE DEPARTMENT","ATTN: (B6)","1101 AIRLINE DRIVE, WACO, TX 76705","WACO","TX"
2,22,2012,"UNIVERSITY OF ARKANSAS POLICE","ATTN: K-9 UNIT","155 SOUTH RAZORBACK ROAD, FAYETTEVILLE, AR 72701","FAYETTEVILLE","AR"
12,15,2011,"PARKER COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","129 HOGLE ST, WEATHERFORD, TX 76086","WEATHERFORD","TX"
2,14,2012,"WOODRUFF POLICE DEPARTMENT-K9 UNIT","(B6)","LIMITED TO OFFICIAL DUTIES ONLY AT, 231 EAST HAYNE STREET, WOODRUFF, SC 29388","WOODRUFF","SC"
1,31,2012,"SALEM POLICE DEPARTMENT","(B6)","555 LIBERTY STREET SE, ROOM 130, SALEM, OR 97301","SALEM","OR"
2,14,2012,"ROCK ISLAND POLICE DEPARTMENT","ATTN: K-9 UNIT","316 16TH ST, ROCK ISLAND, IL 61201","ROCK ISLAND","IL"
5,1,2012,"CITY OF CARBONDALE POLICE DEPT","ATTN: K-9 UNIT","501 S WASHINGTON, CARBONDALE, IL 62901","CARBONDALE","IL"
4,12,2013,"PAPILLION POLICE DEPARTMENT","ATTN: K9 UNIT","1000 E 1ST STREET, PAPILLION, NE 68046","PAPILLION","NE"
5,18,2012,"WHITE EARTH POLICE DEPARTMENT","ATTN: K9 UNIT","35500 EAGLE VIEW ROAD, PO BOX 269, WHITE EARTH, MN 56591","WHITE EARTH","MN"
3,21,2012,"VILLAGE OF DUNDEE POLICE DEPARTMENT","ATTN: K9 UNIT","350 W. MONROE STREET, DUNDEE, MI 48131","DUNDEE","MI"
2,23,2012,"CUMBERLAND COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","220 N. LAUREL STREET, BRIDGETON, NJ 8302","BRIDGETON","NJ"
6,4,2012,"UNION BEACH POLICE DEPARTMENT","ATTN: K-9 UNIT","650 POOLE AVENUE, UNION BEACH, NJ 7735","UNION BEACH","NJ"
1,10,2012,"CLARKSVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT","1584 VISTA LANE, CLARKSVILLE, TN 37043","CLARKSVILLE","TN"
2,22,2012,"SCOTLAND COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","212 BIGGS STREET, LAURINBURG, NC 28352","LAURINBURG","NC"
3,19,2012,"ABINGTON TOWNSHIP POLICE DEPARTMENT","ATTN: K-9 UNIT","2200 FLOREY LANE, ROSLYN, PA 19001","ROSLYN","PA"
6,28,2012,"(B6)","UNIVERSITY OF CALIFORNIA","DEPT. OF MOLECULAR, CELLULAR & DEV BIOLOGY, 4168 BIO 2 BUILDING, SANTA BARBARA, CA 93106","SANTA BARBARA","CA"
6,12,2012,"PENSACOLA POLICE DEPARTMENT","ATTN: K9 UNIT OFFICER(B6)","711 N HAYNE STREET, PENSACOLA, FL 32501","PENSACOLA","FL"
5,21,2012,"ITASCA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","440 1ST AVE. NE, GRAND RAPIDS, MN 55744","GRAND RAPIDS","MN"
9,11,2012,"MINNESOTA DEPT. OF CORRECTIONS","ATTN: K-9 UNIT","1000 LAKESHORE DRIVE, MOOSE LAKE, MN 55767","MOOSE LAKE","MN"
1,10,2012,"CITY OF COLUMBIA POLICE DEPARTMENT, K-9 UNIT","(B6)","1 JUSTICE SQUARE, ROOM 117, PO BOX 1059, COLUMBIA, SC 29201","COLUMBIA","SC"
3,19,2012,"PIEDMONT POLICE DEPARTMENT","ATTN: K-9 UNIT","121 WEST LADIGA STREET, PIEDMONT, AL 36272","PIEDMONT","AL"
4,19,2012,"(B6)","MASSACHUSETS INSTITUTE OF TECHNOLOGY","244 WOOD STREET, S4-307B, LEXINGTON, MA 2420","LEXINGTON","MA"
7,3,2012,"DOWAGIAC POLICE DEPARTMENT","ATTN: K9-UNIT","241 SOUTH FRONT STREET, DOWAGIAC, MI 49047","DOWAGIAC","MI"
11,2,2012,"FAIRHOPE POLICE DEPARTMENT","ATTN: K-9 UNIT","107 N SECTION ST, FAIRHOPE, AL 36532","FAIRHOPE","AL"
1,20,2012,"LA GRANGE POLICE DEPARTMENT","ATTN: K-9 UNIT","121 W. MAIN ST., LA GRANGE, KY 40031","LA GRANGE","KY"
5,31,2012,"JEFFERSON COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","606 3RD ST., FAIRBURY, NE 68352","FAIRBURY","NE"
4,23,2012,"ORANGEBURG COUNTY SHERIFF'S OFFICE-K9 UNIT","(B6)","LIMITED TO OFFICIAL COUNTY DUTIES ONLY, 1032 CHESTNUT STREET, PO DRAWER 9000, ORANGEBURG, SC 29115","ORANGEBURG","SC"
6,8,1992,"WALL TOWNSHIP POLICE DEPT",NA,"2700 ALLAIRE ROAD, P.O. BOX 1168, WALL TOWNSHIP, NJ 7719","WALL TOWNSHIP","NJ"
3,29,1993,"CAYMAN CHEMICAL COMPANY",NA,"1180 EAST ELLSWORTH ROAD, ANN ARBOR, MI 48108","ANN ARBOR","MI"
10,2,2012,"PULASKI COUNTY ILLINOIS SHERIFFS DEPT","ATTN: K-9 UNIT","500 ILLINOIS AVENUE, ROOM A, MOUND CITY, IL 62963","MOUND CITY","IL"
7,17,2012,"CARROLL COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","310 WEST MAIN, DELPHI, IN 46923","DELPHI","IN"
7,25,2012,"WHITEHOUSE POLICE DEPARTMENT","CHIEF OF POLICE (B6)","P.O. BOX 776, 101 B BASCOM ROAD, WHITEHOUSE, TX 75791","WHITEHOUSE","TX"
10,10,2012,"CLAY CO SHERIFF DEPT","ATTN: K-9 UNIT","539 LINCOLN AVE, CLAY CENTER, KS 67432","CLAY CENTER","KS"
7,20,2012,"WATAUGA POLICE DEPARTMENT","ATTN: K-9 UNIT","7101 WHITLEY ROAD, WATAUGA, TX 76148","WATAUGA","TX"
7,25,2012,"GALLATIN COUNTY SHERIFF'S OFFICE","ATTN: DEPUTY (B6) / CANINE UNIT","615 SOUTH 16TH AVENUE, BOZEMAN, MT 59715","BOZEMAN","MT"
7,16,2012,"(B6)","PUSHMATAHA COUNTY SHERIFFS OFFICE","207 SW 3RD STREET, ATTN K9 UNIT, ANTLERS, OK 74523","ANTLERS","OK"
7,26,2012,"WINDSOR HEIGHTS POLICE DEPARTMENT","ATTN: K-9 UNIT","1133 66TH ST, WINDSOR HEIGHTS, IA 50324","WINDSOR HEIGHTS","IA"
10,5,2012,"JOHNSON COUNTY SHERIFF'S OFFICE - KAYCEE OFFICE","ATTN: B6, CANINE OFFICER","224 HOLT AVENUE, P. O. BOX 70, KAYCEE, WY 82639","KAYCEE","WY"
8,1,2012,"DALLAS POLICE DEPARTMENT CANINE","ATTN: K-9 UNIT","PAN AMERICAN BUILDING/FAIR PARK, 1331 S. WASHINGTON STREET, DALLAS, TX 75210","DALLAS","TX"
8,9,2012,"GREENEVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT /  (B6)","200 N COLLEGE STREET, GREENEVILLE, TN 37745","GREENEVILLE","TN"
4,12,2013,"ENERGY POLICE DEPARTMENT","ATTN: (B6)","210 NORTH PERSHING, ENERGY, IL 62933","ENERGY","IL"
8,1,2012,"NYS UNIVERSITY POLICE / ALBANY","ATTN: K9-UNIT","1400 WASHINGTON AVENUE, ALBANY, NY 12222","ALBANY","NY"
7,26,2012,"(B6)","KINGFISHER SHERIFFS OFFICE","ATTN: K-9 UNIT/ , 119 SOUTH MAIN, KINGFISHER, OK 73750","KINGFISHER","OK"
7,31,2012,"WHEELER COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","7944 N US HWY 83, BOX 88, WHEELER, TX 79096","WHEELER","TX"
8,18,2008,"MEADVILLE CITY POLICE DEPT.",NA,"SUITE 101, 894 DIAMOND PARK, MEADVILLE, PA 16335","MEADVILLE","PA"
5,5,2008,"(B6)","BLACKWELL POLICE DEPT.","224 W BLACKWELL AVENUE, BLACKWELL, OK 74631","BLACKWELL","OK"
8,12,2008,"ROME POLICE DEPT","ATTN: K-9 UNIT","301 NORTH JAMES STREET, ROME, NY 13440","ROME","NY"
3,18,2011,"MORGANTOWN CITY POLICE DEPT (K-9 UNIT)",NA,"300 SPRUCE STREET, MORGANTOWN, WV 26505","MORGANTOWN","WV"
1,8,2009,"MARIETTA POLICE DEPARTMENT","(B6)","240 LEMON STREET, MARIETTA, GA 30060","MARIETTA","GA"
6,9,2008,"FULTON COUNTY SHERIFF'S DEPARTMENT","ATTN: K-9 UNIT","815 MADISON ST, ROCHESTER, IN 46975","ROCHESTER","IN"
5,29,2008,"FAUQUIER COUNTY SHERIFFS OFFICE",NA,"78 WEST LEE ST, WARRENTON, VA 20186","WARRENTON","VA"
7,25,2008,"CITY OF BLOOMINGTON POLICE DEPARTMENT",NA,"1800 WEST OLD SHAKOPEE ROAD, BLOOMINGTON, MN 55431","BLOOMINGTON","MN"
12,28,2007,"MAULDIN POLICE DEPARTMENT","(B6), CHIEF","5 EAST BUTLER ROAD, PO BOX 249, MAULDIN, SC 29662","MAULDIN","SC"
10,10,2007,"CONROE ISD POLICE DEPARTMENT",NA,"2900 N. LOOP 336 E., CONROE, TX 77301","CONROE","TX"
11,8,2007,"FARGO POLICE DEPARTMENT K9 UNIT","ATTN:  (B6)","222 4TH ST N, FARGO, ND 58102","FARGO","ND"
9,26,2000,"GREENWICH POLICE",NA,"11 BRUCE PLACE, GREENWICH, CT 6836","GREENWICH","CT"
9,28,2000,"CLEMSON CITY POLICE DEPARTMENT-K-9 UNIT","(B6)","1198 TIGER BOULEVARD, CLEMSON, SC 29631","CLEMSON","SC"
9,20,2000,"INTERQUEST DETECTION",NA,"OF NORTH TEXAS, 370 CAGLE CROW ROAD, MANSFIELD, TX 76063","MANSFIELD","TX"
7,14,2014,"NORTH DAKOTA STATE UNIVERSITY,LANGDON RESEARCH CENTER","(B6)","9280 107TH AVE. NE, LANGDON, ND 58249","LANGDON","ND"
12,14,2000,"BLACK HAWK COUNTY SHERIFF'S","OFFICE"," 225 E 6TH STREET, WATERLOO, IA 50703","WATERLOO","IA"
1,4,2001,"INTERQUEST DETECTION CANINES","OF CENTRAL VALLEY","4504 MCCAULY, PO BOX 238, DENAIR, CA 95316","DENAIR","CA"
11,20,2000,"CITY OF OCOEE POLICE",NA,"A MUNICIPAL CORPORATION, 646 OCOEE COMMERCE PARKWAY, OCOEE, FL 34761","OCOEE","FL"
8,29,2012,"LINCOLN UNIVERSITY","ATTN: K-9 UNIT","1570 BALTIMORE PIKE, LINCOLN UNIVERSITY, PA 19352","LINCOLN UNIVERSITY","PA"
9,28,2012,"BRAZIL POLICE DEPARTMENT","ATTN: K9 UNIT / (B6)","22 SOUTH WASHINGTON STREET, BRAZIL, IN 47834","BRAZIL","IN"
12,5,2012,"WASHINGTON COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT / (B6)","15015 62ND STREET, N, STILLWATER, MN 55082","STILLWATER","MN"
12,6,2013,"CHAMPAIGN COUNTY SHERIFF'S OFFICE","ATTN: K9 UNIT","204 EAST MAIN STREET, URBANA, IL 61801","URBANA","IL"
6,4,2012,"CHAUTAUQUA COUNTY SHERIFFS OFFICE","ATTN: K9 UNIT","15 E CHAUTAUQUA STREET, MAYVILLE, NY 14757","MAYVILLE","NY"
5,3,2012,"HENRY COUNTY SHERIFFS OFFICE","ATTN: K9 UNIT/(B6)","311 W CENTER STREET, CAMBRIDGE, IL 61238","CAMBRIDGE","IL"
6,26,2012,"ELLSWORTH CORRECTIONAL FACILITY","ATTN: K9 UNIT","1607 STATE STREET, ELLSWORTH, KS 67439","ELLSWORTH","KS"
7,23,2012,"(B6)","COMMAND K9 SERVICES","222 EAGLE RIDGE LANE, KALISPELL, MT 59901","KALISPELL","MT"
4,27,2011,"US FISH & WILDLIFE DEPT","(B6)","US FISH & WILDLIFE SERVICE, 7071 RIVERVIEW ROAD, THOMSON, IL 61285","THOMSON","IL"
5,26,2011,"NORWALK POLICE DEPARTMENT","ATTN: K-9 UNIT","1 MONROE ST, NORWALK, CT 6856","NORWALK","CT"
3,28,2011,"ST. LANDRY PARISH SHERIFF DEPT","ATTN: K-9 UNIT B6","P. O. BOX 1029, 108 N. MARKET ST., OPELOUSAS, LA 70570","OPELOUSAS","LA"
6,9,2011,"READING POLICE DEPARTMENT","ATTN: K-9 UNIT","815 WASHINGTON STREET, READING, PA 19601","READING","PA"
6,13,2011,"CHESTER COUNTY SHERIFF OFFICE","(B6)","201 WEST MARKT STREET, SUITE 1201, WEST CHESTER, PA 19380","WEST CHESTER","PA"
4,1,2011,"ANN ARBOR POLICE DEPARTMENT","K9 UNIT","301 E HURON, ANN ARBOR, MI 48104","ANN ARBOR","MI"
6,15,2011,"BRISTOL COUNTY SHERIFFS OFFICE","K-9 UNIT","400 FAUNCE CORNER ROAD, NORTH DARTMOUTH, MA 2747","NORTH DARTMOUTH","MA"
6,15,2011,"FULTON COUNTY SHERIFF'S OFFICE",NA,"K-9 UNIT, 268 W. WASHINGTON ST., LEWISTOWN, IL 61542","LEWISTOWN","IL"
3,31,2011,"EAST BATON ROUGE SHERIFF'S OFFICE","(B6)","8900 JIMMY WEDELL DRIVE, BATON ROUGE, LA 70807","BATON ROUGE","LA"
9,14,2011,"(B6)","BETH ISRAEL DEACONESS MEDICAL CENTER","99 BROOKLINE AVENUE, RESEARCH NORTH, ROOM 325, BOSTON, MA 2215","BOSTON","MA"
4,29,2011,"MILFORD POLICE DEPARTMENT","ATTN: K-9 UNIT","19 GARDEN STREET, MILFORD, NH 3055","MILFORD","NH"
6,13,2011,"ABSOLUTE STANDARDS, INC.",NA,"44 ROSSOTTO DRIVE, HAMDEN, CT 6514","HAMDEN","CT"
9,28,2012,"(B6)","SEQUOYAH COUNTY SHERIFF'S DEPT","ATTN:  K-9 UNIT, 119 S OAK STREET, SALLISAW, OK 74955","SALLISAW","OK"
9,27,2012,"NAVAL AIR STATION PATUXENT RIVER","ATTN: K9 UNIT","MWD N3AT, 47372 BUSE RD. BLDG. 469, PATUXENT RIVER, MD 20670","PATUXENT RIVER","MD"
7,16,2012,"LYON COUNTY SHERIFF'S OFFICE",NA,"410 S BOONE STREET, ROCK RAPIDS, IA 51246","ROCK RAPIDS","IA"
7,18,2012,"MISSOURI STATE HIGHWAY PATROL","TROOP B","308 PINE CREST, MACON, MO 63552","MACON","MO"
12,6,2012,"MN DEPT OF CORRECTIONS STILLWATER","ATTN: K-9 UNIT","970 PICKETT ST N, BAYPORT, MN 55003","BAYPORT","MN"
6,22,2012,"(B6)","MEDFORD POLICE DEPARTMENT","123 S MAIN ST, MEDFORD, OK 73759","MEDFORD","OK"
